task_id,split,domain,mechanism,noise,task_index,graph_seed,lambda,n_samples,n_variables,path
train_src_tanh_laplace_0188,train,src_tanh_laplace,tanh,laplace,188,100189,0.75,1000,10,data/tasks/train_src_tanh_laplace_0188.npz
train_src_tanh_gaussian_0189,train,src_tanh_gaussian,tanh,gaussian,189,100190,1.0,1000,10,data/tasks/train_src_tanh_gaussian_0189.npz
train_src_softsign_laplace_0190,train,src_softsign_laplace,softsign,laplace,190,100191,0.0,1000,10,data/tasks/train_src_softsign_laplace_0190.npz
train_src_interaction_studentt8_0191,train,src_interaction_studentt8,interaction,student_t8,191,100192,0.25,1000,10,data/tasks/train_src_interaction_studentt8_0191.npz
train_src_rff_laplace_0192,train,src_rff_laplace,rff,laplace,192,100193,0.5,1000,10,data/tasks/train_src_rff_laplace_0192.npz
train_src_rff_gaussian_0193,train,src_rff_gaussian,rff,gaussian,193,100194,0.75,1000,10,data/tasks/train_src_rff_gaussian_0193.npz
train_src_tanh_laplace_0194,train,src_tanh_laplace,tanh,laplace,194,100195,1.0,1000,10,data/tasks/train_src_tanh_laplace_0194.npz
train_src_tanh_gaussian_0195,train,src_tanh_gaussian,tanh,gaussian,195,100196,0.0,1000,10,data/tasks/train_src_tanh_gaussian_0195.npz
train_src_softsign_laplace_0196,train,src_softsign_laplace,softsign,laplace,196,100197,0.25,1000,10,data/tasks/train_src_softsign_laplace_0196.npz
train_src_interaction_studentt8_0197,train,src_interaction_studentt8,interaction,student_t8,197,100198,0.5,1000,10,data/tasks/train_src_interaction_studentt8_0197.npz
train_src_rff_laplace_0198,train,src_rff_laplace,rff,laplace,198,100199,0.75,1000,10,data/tasks/train_src_rff_laplace_0198.npz
train_src_rff_gaussian_0199,train,src_rff_gaussian,rff,gaussian,199,100200,1.0,1000,10,data/tasks/train_src_rff_gaussian_0199.npz
train_src_tanh_laplace_0200,train,src_tanh_laplace,tanh,laplace,200,100201,0.0,1000,10,data/tasks/train_src_tanh_laplace_0200.npz
train_src_tanh_gaussian_0201,train,src_tanh_gaussian,tanh,gaussian,201,100202,0.25,1000,10,data/tasks/train_src_tanh_gaussian_0201.npz
train_src_softsign_laplace_0202,train,src_softsign_laplace,softsign,laplace,202,100203,0.5,1000,10,data/tasks/train_src_softsign_laplace_0202.npz
train_src_interaction_studentt8_0203,train,src_interaction_studentt8,interaction,student_t8,203,100204,0.75,1000,10,data/tasks/train_src_interaction_studentt8_0203.npz
train_src_rff_laplace_0204,train,src_rff_laplace,rff,laplace,204,100205,1.0,1000,10,data/tasks/train_src_rff_laplace_0204.npz
train_src_rff_gaussian_0205,train,src_rff_gaussian,rff,gaussian,205,100206,0.0,1000,10,data/tasks/train_src_rff_gaussian_0205.npz
train_src_tanh_laplace_0206,train,src_tanh_laplace,tanh,laplace,206,100207,0.25,1000,10,data/tasks/train_src_tanh_laplace_0206.npz
train_src_tanh_gaussian_0207,train,src_tanh_gaussian,tanh,gaussian,207,100208,0.5,1000,10,data/tasks/train_src_tanh_gaussian_0207.npz
train_src_softsign_laplace_0208,train,src_softsign_laplace,softsign,laplace,208,100209,0.75,1000,10,data/tasks/train_src_softsign_laplace_0208.npz
train_src_interaction_studentt8_0209,train,src_interaction_studentt8,interaction,student_t8,209,100210,1.0,1000,10,data/tasks/train_src_interaction_studentt8_0209.npz
train_src_rff_laplace_0210,train,src_rff_laplace,rff,laplace,210,100211,0.0,1000,10,data/tasks/train_src_rff_laplace_0210.npz
train_src_rff_gaussian_0211,train,src_rff_gaussian,rff,gaussian,211,100212,0.25,1000,10,data/tasks/train_src_rff_gaussian_0211.npz
train_src_tanh_laplace_0212,train,src_tanh_laplace,tanh,laplace,212,100213,0.5,1000,10,data/tasks/train_src_tanh_laplace_0212.npz
train_src_tanh_gaussian_0213,train,src_tanh_gaussian,tanh,gaussian,213,100214,0.75,1000,10,data/tasks/train_src_tanh_gaussian_0213.npz
train_src_softsign_laplace_0214,train,src_softsign_laplace,softsign,laplace,214,100215,1.0,1000,10,data/tasks/train_src_softsign_laplace_0214.npz
train_src_interaction_studentt8_0215,train,src_interaction_studentt8,interaction,student_t8,215,100216,0.0,1000,10,data/tasks/train_src_interaction_studentt8_0215.npz
train_src_rff_laplace_0216,train,src_rff_laplace,rff,laplace,216,100217,0.25,1000,10,data/tasks/train_src_rff_laplace_0216.npz
train_src_rff_gaussian_0217,train,src_rff_gaussian,rff,gaussian,217,100218,0.5,1000,10,data/tasks/train_src_rff_gaussian_0217.npz
train_src_tanh_laplace_0218,train,src_tanh_laplace,tanh,laplace,218,100219,0.75,1000,10,data/tasks/train_src_tanh_laplace_0218.npz
train_src_tanh_gaussian_0219,train,src_tanh_gaussian,tanh,gaussian,219,100220,1.0,1000,10,data/tasks/train_src_tanh_gaussian_0219.npz
train_src_softsign_laplace_0220,train,src_softsign_laplace,softsign,laplace,220,100221,0.0,1000,10,data/tasks/train_src_softsign_laplace_0220.npz
train_src_interaction_studentt8_0221,train,src_interaction_studentt8,interaction,student_t8,221,100222,0.25,1000,10,data/tasks/train_src_interaction_studentt8_0221.npz
train_src_rff_laplace_0222,train,src_rff_laplace,rff,laplace,222,100223,0.5,1000,10,data/tasks/train_src_rff_laplace_0222.npz
train_src_rff_gaussian_0223,train,src_rff_gaussian,rff,gaussian,223,100224,0.75,1000,10,data/tasks/train_src_rff_gaussian_0223.npz
train_src_tanh_laplace_0224,train,src_tanh_laplace,tanh,laplace,224,100225,1.0,1000,10,data/tasks/train_src_tanh_laplace_0224.npz
train_src_tanh_gaussian_0225,train,src_tanh_gaussian,tanh,gaussian,225,100226,0.0,1000,10,data/tasks/train_src_tanh_gaussian_0225.npz
train_src_softsign_laplace_0226,train,src_softsign_laplace,softsign,laplace,226,100227,0.25,1000,10,data/tasks/train_src_softsign_laplace_0226.npz
train_src_interaction_studentt8_0227,train,src_interaction_studentt8,interaction,student_t8,227,100228,0.5,1000,10,data/tasks/train_src_interaction_studentt8_0227.npz
train_src_rff_laplace_0228,train,src_rff_laplace,rff,laplace,228,100229,0.75,1000,10,data/tasks/train_src_rff_laplace_0228.npz
train_src_rff_gaussian_0229,train,src_rff_gaussian,rff,gaussian,229,100230,1.0,1000,10,data/tasks/train_src_rff_gaussian_0229.npz
train_src_tanh_laplace_0230,train,src_tanh_laplace,tanh,laplace,230,100231,0.0,1000,10,data/tasks/train_src_tanh_laplace_0230.npz
train_src_tanh_gaussian_0231,train,src_tanh_gaussian,tanh,gaussian,231,100232,0.25,1000,10,data/tasks/train_src_tanh_gaussian_0231.npz
train_src_softsign_laplace_0232,train,src_softsign_laplace,softsign,laplace,232,100233,0.5,1000,10,data/tasks/train_src_softsign_laplace_0232.npz
train_src_interaction_studentt8_0233,train,src_interaction_studentt8,interaction,student_t8,233,100234,0.75,1000,10,data/tasks/train_src_interaction_studentt8_0233.npz
train_src_rff_laplace_0234,train,src_rff_laplace,rff,laplace,234,100235,1.0,1000,10,data/tasks/train_src_rff_laplace_0234.npz
train_src_rff_gaussian_0235,train,src_rff_gaussian,rff,gaussian,235,100236,0.0,1000,10,data/tasks/train_src_rff_gaussian_0235.npz
train_src_tanh_laplace_0236,train,src_tanh_laplace,tanh,laplace,236,100237,0.25,1000,10,data/tasks/train_src_tanh_laplace_0236.npz
train_src_tanh_gaussian_0237,train,src_tanh_gaussian,tanh,gaussian,237,100238,0.5,1000,10,data/tasks/train_src_tanh_gaussian_0237.npz
train_src_softsign_laplace_0238,train,src_softsign_laplace,softsign,laplace,238,100239,0.75,1000,10,data/tasks/train_src_softsign_laplace_0238.npz
train_src_interaction_studentt8_0239,train,src_interaction_studentt8,interaction,student_t8,239,100240,1.0,1000,10,data/tasks/train_src_interaction_studentt8_0239.npz
train_src_rff_laplace_0240,train,src_rff_laplace,rff,laplace,240,100241,0.0,1000,10,data/tasks/train_src_rff_laplace_0240.npz
train_src_rff_gaussian_0241,train,src_rff_gaussian,rff,gaussian,241,100242,0.25,1000,10,data/tasks/train_src_rff_gaussian_0241.npz
train_src_tanh_laplace_0242,train,src_tanh_laplace,tanh,laplace,242,100243,0.5,1000,10,data/tasks/train_src_tanh_laplace_0242.npz
train_src_tanh_gaussian_0243,train,src_tanh_gaussian,tanh,gaussian,243,100244,0.75,1000,10,data/tasks/train_src_tanh_gaussian_0243.npz
train_src_softsign_laplace_0244,train,src_softsign_laplace,softsign,laplace,244,100245,1.0,1000,10,data/tasks/train_src_softsign_laplace_0244.npz
train_src_interaction_studentt8_0245,train,src_interaction_studentt8,interaction,student_t8,245,100246,0.0,1000,10,data/tasks/train_src_interaction_studentt8_0245.npz
train_src_rff_laplace_0246,train,src_rff_laplace,rff,laplace,246,100247,0.25,1000,10,data/tasks/train_src_rff_laplace_0246.npz
train_src_rff_gaussian_0247,train,src_rff_gaussian,rff,gaussian,247,100248,0.5,1000,10,data/tasks/train_src_rff_gaussian_0247.npz
train_src_tanh_laplace_0248,train,src_tanh_laplace,tanh,laplace,248,100249,0.75,1000,10,data/tasks/train_src_tanh_laplace_0248.npz
train_src_tanh_gaussian_0249,train,src_tanh_gaussian,tanh,gaussian,249,100250,1.0,1000,10,data/tasks/train_src_tanh_gaussian_0249.npz
train_src_softsign_laplace_0250,train,src_softsign_laplace,softsign,laplace,250,100251,0.0,1000,10,data/tasks/train_src_softsign_laplace_0250.npz
train_src_interaction_studentt8_0251,train,src_interaction_studentt8,interaction,student_t8,251,100252,0.25,1000,10,data/tasks/train_src_interaction_studentt8_0251.npz
train_src_rff_laplace_0252,train,src_rff_laplace,rff,laplace,252,100253,0.5,1000,10,data/tasks/train_src_rff_laplace_0252.npz
train_src_rff_gaussian_0253,train,src_rff_gaussian,rff,gaussian,253,100254,0.75,1000,10,data/tasks/train_src_rff_gaussian_0253.npz
train_src_tanh_laplace_0254,train,src_tanh_laplace,tanh,laplace,254,100255,1.0,1000,10,data/tasks/train_src_tanh_laplace_0254.npz
train_src_tanh_gaussian_0255,train,src_tanh_gaussian,tanh,gaussian,255,100256,0.0,1000,10,data/tasks/train_src_tanh_gaussian_0255.npz
train_src_softsign_laplace_0256,train,src_softsign_laplace,softsign,laplace,256,100257,0.25,1000,10,data/tasks/train_src_softsign_laplace_0256.npz
train_src_interaction_studentt8_0257,train,src_interaction_studentt8,interaction,student_t8,257,100258,0.5,1000,10,data/tasks/train_src_interaction_studentt8_0257.npz
train_src_rff_laplace_0258,train,src_rff_laplace,rff,laplace,258,100259,0.75,1000,10,data/tasks/train_src_rff_laplace_0258.npz
train_src_rff_gaussian_0259,train,src_rff_gaussian,rff,gaussian,259,100260,1.0,1000,10,data/tasks/train_src_rff_gaussian_0259.npz
train_src_tanh_laplace_0260,train,src_tanh_laplace,tanh,laplace,260,100261,0.0,1000,10,data/tasks/train_src_tanh_laplace_0260.npz
train_src_tanh_gaussian_0261,train,src_tanh_gaussian,tanh,gaussian,261,100262,0.25,1000,10,data/tasks/train_src_tanh_gaussian_0261.npz
train_src_softsign_laplace_0262,train,src_softsign_laplace,softsign,laplace,262,100263,0.5,1000,10,data/tasks/train_src_softsign_laplace_0262.npz
train_src_interaction_studentt8_0263,train,src_interaction_studentt8,interaction,student_t8,263,100264,0.75,1000,10,data/tasks/train_src_interaction_studentt8_0263.npz
train_src_rff_laplace_0264,train,src_rff_laplace,rff,laplace,264,100265,1.0,1000,10,data/tasks/train_src_rff_laplace_0264.npz
train_src_rff_gaussian_0265,train,src_rff_gaussian,rff,gaussian,265,100266,0.0,1000,10,data/tasks/train_src_rff_gaussian_0265.npz
train_src_tanh_laplace_0266,train,src_tanh_laplace,tanh,laplace,266,100267,0.25,1000,10,data/tasks/train_src_tanh_laplace_0266.npz
train_src_tanh_gaussian_0267,train,src_tanh_gaussian,tanh,gaussian,267,100268,0.5,1000,10,data/tasks/train_src_tanh_gaussian_0267.npz
train_src_softsign_laplace_0268,train,src_softsign_laplace,softsign,laplace,268,100269,0.75,1000,10,data/tasks/train_src_softsign_laplace_0268.npz
train_src_interaction_studentt8_0269,train,src_interaction_studentt8,interaction,student_t8,269,100270,1.0,1000,10,data/tasks/train_src_interaction_studentt8_0269.npz
train_src_rff_laplace_0270,train,src_rff_laplace,rff,laplace,270,100271,0.0,1000,10,data/tasks/train_src_rff_laplace_0270.npz
train_src_rff_gaussian_0271,train,src_rff_gaussian,rff,gaussian,271,100272,0.25,1000,10,data/tasks/train_src_rff_gaussian_0271.npz
train_src_tanh_laplace_0272,train,src_tanh_laplace,tanh,laplace,272,100273,0.5,1000,10,data/tasks/train_src_tanh_laplace_0272.npz
train_src_tanh_gaussian_0273,train,src_tanh_gaussian,tanh,gaussian,273,100274,0.75,1000,10,data/tasks/train_src_tanh_gaussian_0273.npz
train_src_softsign_laplace_0274,train,src_softsign_laplace,softsign,laplace,274,100275,1.0,1000,10,data/tasks/train_src_softsign_laplace_0274.npz
train_src_interaction_studentt8_0275,train,src_interaction_studentt8,interaction,student_t8,275,100276,0.0,1000,10,data/tasks/train_src_interaction_studentt8_0275.npz
train_src_rff_laplace_0276,train,src_rff_laplace,rff,laplace,276,100277,0.25,1000,10,data/tasks/train_src_rff_laplace_0276.npz
train_src_rff_gaussian_0277,train,src_rff_gaussian,rff,gaussian,277,100278,0.5,1000,10,data/tasks/train_src_rff_gaussian_0277.npz
train_src_tanh_laplace_0278,train,src_tanh_laplace,tanh,laplace,278,100279,0.75,1000,10,data/tasks/train_src_tanh_laplace_0278.npz
train_src_tanh_gaussian_0279,train,src_tanh_gaussian,tanh,gaussian,279,100280,1.0,1000,10,data/tasks/train_src_tanh_gaussian_0279.npz
train_src_softsign_laplace_0280,train,src_softsign_laplace,softsign,laplace,280,100281,0.0,1000,10,data/tasks/train_src_softsign_laplace_0280.npz
train_src_interaction_studentt8_0281,train,src_interaction_studentt8,interaction,student_t8,281,100282,0.25,1000,10,data/tasks/train_src_interaction_studentt8_0281.npz
train_src_rff_laplace_0282,train,src_rff_laplace,rff,laplace,282,100283,0.5,1000,10,data/tasks/train_src_rff_laplace_0282.npz
train_src_rff_gaussian_0283,train,src_rff_gaussian,rff,gaussian,283,100284,0.75,1000,10,data/tasks/train_src_rff_gaussian_0283.npz
train_src_tanh_laplace_0284,train,src_tanh_laplace,tanh,laplace,284,100285,1.0,1000,10,data/tasks/train_src_tanh_laplace_0284.npz
train_src_tanh_gaussian_0285,train,src_tanh_gaussian,tanh,gaussian,285,100286,0.0,1000,10,data/tasks/train_src_tanh_gaussian_0285.npz
train_src_softsign_laplace_0286,train,src_softsign_laplace,softsign,laplace,286,100287,0.25,1000,10,data/tasks/train_src_softsign_laplace_0286.npz
train_src_interaction_studentt8_0287,train,src_interaction_studentt8,interaction,student_t8,287,100288,0.5,1000,10,data/tasks/train_src_interaction_studentt8_0287.npz
train_src_rff_laplace_0288,train,src_rff_laplace,rff,laplace,288,100289,0.75,1000,10,data/tasks/train_src_rff_laplace_0288.npz
train_src_rff_gaussian_0289,train,src_rff_gaussian,rff,gaussian,289,100290,1.0,1000,10,data/tasks/train_src_rff_gaussian_0289.npz
train_src_tanh_laplace_0290,train,src_tanh_laplace,tanh,laplace,290,100291,0.0,1000,10,data/tasks/train_src_tanh_laplace_0290.npz
train_src_tanh_gaussian_0291,train,src_tanh_gaussian,tanh,gaussian,291,100292,0.25,1000,10,data/tasks/train_src_tanh_gaussian_0291.npz
train_src_softsign_laplace_0292,train,src_softsign_laplace,softsign,laplace,292,100293,0.5,1000,10,data/tasks/train_src_softsign_laplace_0292.npz
train_src_interaction_studentt8_0293,train,src_interaction_studentt8,interaction,student_t8,293,100294,0.75,1000,10,data/tasks/train_src_interaction_studentt8_0293.npz
train_src_rff_laplace_0294,train,src_rff_laplace,rff,laplace,294,100295,1.0,1000,10,data/tasks/train_src_rff_laplace_0294.npz
train_src_rff_gaussian_0295,train,src_rff_gaussian,rff,gaussian,295,100296,0.0,1000,10,data/tasks/train_src_rff_gaussian_0295.npz
train_src_tanh_laplace_0296,train,src_tanh_laplace,tanh,laplace,296,100297,0.25,1000,10,data/tasks/train_src_tanh_laplace_0296.npz
train_src_tanh_gaussian_0297,train,src_tanh_gaussian,tanh,gaussian,297,100298,0.5,1000,10,data/tasks/train_src_tanh_gaussian_0297.npz
train_src_softsign_laplace_0298,train,src_softsign_laplace,softsign,laplace,298,100299,0.75,1000,10,data/tasks/train_src_softsign_laplace_0298.npz
train_src_interaction_studentt8_0299,train,src_interaction_studentt8,interaction,student_t8,299,100300,1.0,1000,10,data/tasks/train_src_interaction_studentt8_0299.npz
train_src_rff_laplace_0300,train,src_rff_laplace,rff,laplace,300,100301,0.0,1000,10,data/tasks/train_src_rff_laplace_0300.npz
train_src_rff_gaussian_0301,train,src_rff_gaussian,rff,gaussian,301,100302,0.25,1000,10,data/tasks/train_src_rff_gaussian_0301.npz
train_src_tanh_laplace_0302,train,src_tanh_laplace,tanh,laplace,302,100303,0.5,1000,10,data/tasks/train_src_tanh_laplace_0302.npz
train_src_tanh_gaussian_0303,train,src_tanh_gaussian,tanh,gaussian,303,100304,0.75,1000,10,data/tasks/train_src_tanh_gaussian_0303.npz
train_src_softsign_laplace_0304,train,src_softsign_laplace,softsign,laplace,304,100305,1.0,1000,10,data/tasks/train_src_softsign_laplace_0304.npz
train_src_interaction_studentt8_0305,train,src_interaction_studentt8,interaction,student_t8,305,100306,0.0,1000,10,data/tasks/train_src_interaction_studentt8_0305.npz
train_src_rff_laplace_0306,train,src_rff_laplace,rff,laplace,306,100307,0.25,1000,10,data/tasks/train_src_rff_laplace_0306.npz
train_src_rff_gaussian_0307,train,src_rff_gaussian,rff,gaussian,307,100308,0.5,1000,10,data/tasks/train_src_rff_gaussian_0307.npz
train_src_tanh_laplace_0308,train,src_tanh_laplace,tanh,laplace,308,100309,0.75,1000,10,data/tasks/train_src_tanh_laplace_0308.npz
train_src_tanh_gaussian_0309,train,src_tanh_gaussian,tanh,gaussian,309,100310,1.0,1000,10,data/tasks/train_src_tanh_gaussian_0309.npz
train_src_softsign_laplace_0310,train,src_softsign_laplace,softsign,laplace,310,100311,0.0,1000,10,data/tasks/train_src_softsign_laplace_0310.npz
train_src_interaction_studentt8_0311,train,src_interaction_studentt8,interaction,student_t8,311,100312,0.25,1000,10,data/tasks/train_src_interaction_studentt8_0311.npz
train_src_rff_laplace_0312,train,src_rff_laplace,rff,laplace,312,100313,0.5,1000,10,data/tasks/train_src_rff_laplace_0312.npz
train_src_rff_gaussian_0313,train,src_rff_gaussian,rff,gaussian,313,100314,0.75,1000,10,data/tasks/train_src_rff_gaussian_0313.npz
train_src_tanh_laplace_0314,train,src_tanh_laplace,tanh,laplace,314,100315,1.0,1000,10,data/tasks/train_src_tanh_laplace_0314.npz
train_src_tanh_gaussian_0315,train,src_tanh_gaussian,tanh,gaussian,315,100316,0.0,1000,10,data/tasks/train_src_tanh_gaussian_0315.npz
train_src_softsign_laplace_0316,train,src_softsign_laplace,softsign,laplace,316,100317,0.25,1000,10,data/tasks/train_src_softsign_laplace_0316.npz
train_src_interaction_studentt8_0317,train,src_interaction_studentt8,interaction,student_t8,317,100318,0.5,1000,10,data/tasks/train_src_interaction_studentt8_0317.npz
train_src_rff_laplace_0318,train,src_rff_laplace,rff,laplace,318,100319,0.75,1000,10,data/tasks/train_src_rff_laplace_0318.npz
train_src_rff_gaussian_0319,train,src_rff_gaussian,rff,gaussian,319,100320,1.0,1000,10,data/tasks/train_src_rff_gaussian_0319.npz
train_src_tanh_laplace_0320,train,src_tanh_laplace,tanh,laplace,320,100321,0.0,1000,10,data/tasks/train_src_tanh_laplace_0320.npz
train_src_tanh_gaussian_0321,train,src_tanh_gaussian,tanh,gaussian,321,100322,0.25,1000,10,data/tasks/train_src_tanh_gaussian_0321.npz
train_src_softsign_laplace_0322,train,src_softsign_laplace,softsign,laplace,322,100323,0.5,1000,10,data/tasks/train_src_softsign_laplace_0322.npz
train_src_interaction_studentt8_0323,train,src_interaction_studentt8,interaction,student_t8,323,100324,0.75,1000,10,data/tasks/train_src_interaction_studentt8_0323.npz
